,sentiment,text
16947,0,@Warlach Curse ye!! Have fun at it. I miss doing online PR for Paramount Pics 
16948,1,@CruciFire @anaggh @Anujaah @krist0ph3r so I'm a twangel eh? I gladly accept!  @realin ill take the jaljeera now
16949,1,@DoubleA17 She said she loves you tooooo 
16950,0,I reeeeeally need to get around to writing that blog post. it's a really good one but I just haven't found the time! gah! 
16951,1,@AmericanWomannn re: #hunkalerts check out @holdemtalkradio he is pretty fine 
16952,1,@YoungQ I think we have similar tastes musically! My ipod is very eclectic...though seem 2 b mostly listening to NKOTB related these days 
16953,1,@DivineDavy Yessirrrr Thats 2 underscores.Ur welcome!  Am i talkin to da guy n da left r right?(Juz curious) hehehe..
16954,0,@ben_gordon was goin to watch miami ink but already seen it 
16955,1,Doing a bit of blog hoppin' tonight...there are some GREAT blogs out there!!! 
16956,1,@Maddygirl goodnight. 
16957,1,On the upside there weren't any comments regarding the practice of polyamory on my post ABOUT MY VAN this morning. 
16958,1,@lisagj Good morning  how's you ?
16959,1,"@edhat1 @edhat1 Oi!  Cheap shot, we're all slightly talented ;) Wanna meet a digital artist @adamdorman, I have NO problem with nepotism "
16960,0,"@Dean_Big not yet, broke grad student here lol-were watching movies online until I got a trojan on my laptop "
16961,1,@intheprophetic Get 100 followers a day using www.tweeterfollow.com Once you add everyone you are on the train or pay vip 
16962,1,@mynewyorkcloset Lol! Will do. 
16963,0,@BellaCullenRPG that a bummerr  im trying to change the appearance around on the site. Not going to well either...
16964,0,"@akarra i no init, no internet  been waiting for mac code for ages  so you ok?"
16965,0,totally lost the studying mood. totally cannot get down to work. hai. 
16966,1,Okay Im finally going to bed now. Night errybody! 
16967,1,Im gone twitter. goodnight.. 
16968,0,@mandawatson Haha... aww cause yea I was jealous for a sec!!! It was soo cold today... I'm so sick 
16969,1,@maddisondesigns hey there! how's it going? 
16970,1,"@goblowsoup ok just checking.  i like to live. a lot, actually. just obviously not on saturday nights. haha."
16971,1,JM Update! 
16972,1,@SonjaAislynne I'm sooo happy too that they're making movies out of all 4 books!    Don't mind seeing more of Edward 
16973,1,"I luv JB soooooooo much, o man nice sunny day listening to JB is heaven "
16974,0,"i can finally relax! lol, double physics was boringgg :| maths and french after lunch  x"
16975,0,"ARGH. I can't find my phone. I've called it a thousand times, and just realized it's on silent. Great.  Searching high and low tomorrow "
16976,1,"@VeronicaDLCruz That's great news, for both your mom &amp; #eric!  I'll keep those two in my thoughts &amp; prayers. "
16977,1,@DavidArchie archiee!!  tom said your name is soooooo sexy ;) &quot;archuleta&quot; agree? LOL.
16978,1,@gfalcone601 i thought of you the other day as i was walking past wagamama!!  xxx please reply 
16979,1,@michellecpa lol. thanks! its tomorrow 
16980,0,@leighbryner You forgot to mention talking to the most awesome person ever on bb messenger 
16981,0,hair n make-up for work   am fed up of working
16982,1,"@chuckdarw1n morning, you lovely musical man "
16983,0,@papashem I'm not a farce 
16984,0,"I didn't make my deadline for History revision   I'll have to make good use of my time tomorrow then, I have all morning from about 11."
16985,0,"the next 2 weeks, exam wise, are AWFUL. there are 8 exams and I don't see how I can adequately revise all of them  I care least about..."
16986,1,@bryanflurry calling Trinoma and reserving tickets for Friday. 
16987,1,Munching on a few Doritos and then it's back to work on Ch. 35.  Excited? I am!
16988,1,@Alecmonty You'd probably have to go to the passport office in person to get one in time 
16989,0,@iantalbot  Work I'm thinking of is the same 
16990,0,(@J_Fox2) Yesterday I had ants in my pants...for real!  Those suckers bite 
16991,1,Good night my beautiful people. Today has been slightly eventful. Be blessed. See you in the A.M 
16992,0,@tonyeccles - very  @jakeperks - lol it's not that bad at mine...but the actual appointment is never at it's scheduled time...
16993,0,@magicmoment32 That's true. So you're not going anymore? 
16994,0,@mtarkhov Paintball sounds like fun but doesn't it hurt. I'm half asleep right now people kept calling all morning. 
16995,0,@Dannymcfly @dougiemcfly dammit. you guys ar disappointing me 
16996,1,"@DJDolceVita: &quot;@hawaiibuzz: @DJDolceVita .. nite lady! sweet dreams =]&quot; &gt;&gt;thanks  good night, have an awesom... â« http://blip.fm/~7s9a2"
16997,0,Took my dog for a walk and it was hecka hot outside! 
16998,0,Jst wokeup n feel dizzy. M head feels so heavy n my body's runnin' a tmperatur..Sadly nw it started 2killin' me!! Pls I dnt wanna gt sick 
16999,0,"@tehroxie i know, thats what im waiting for... "
17000,1,Hello everyone 
17001,1,@NadiaNV U know I always gotta keep one in my back pocket  The Kappa...you'll meet him on Sunday. U can give me the approval lol
17002,0,@kayheartsdew oh i'm soooo sorry 
17003,1,@BlogsForBraces lol protect your updates if you care that much. 
17004,1,@pixeldreamer sure! just let me know! we are open to almost anything 
17005,0,@sarahbeth0587 ew. that sucks. 
17006,0,brought me 1 of fave breakfasts n all i can do is stare at it. smell makes me nauseaous 
17007,1,"@TotallyM thank you!! i needed for them to be pink, but i didn't want them to look tacky, so that's why i went with that design  hehe"
17008,1,"@dremin Oooh, can't wait to see it! "
17009,1,@ShamanicShift Bless you Elizabeth you're an absolute star! 
17010,1,Out for a while!  Take care friends! 
17011,0,@missyjule Hello wasn't really on was trying to work out blip but still havn't got it I don't think not very user friendly  hows you??
17012,0,@PHAROUT85 just looked it up. the construction was funded by NY municipal bonds which will be repaid by the mets... 
17013,1,Wow...I just figures out what britney spears' song 'If You Seek Amy' means! 
17014,1,I just got tweet deck and I love it!! 
17015,0,(@SHUTUP) i have a feeling that this whole week is going to suck 
17016,1,@paul_steele you sound very happy this morning 
17017,0,In english class.. Oh goooooood not feeling good   What's up whit being sick?? :O... hate it 
17018,0,"@CCNKAddict I know... it just falls right at 1pm my time, like right in the middle of the day "
17019,1,@suprie - Not always though  Once or twice 
17020,1,@misterprozac I have a pink one I don't use 
17021,0,"@ChasenSGB yeah, unfortunately "
17022,1,Just got home! Now watching E!'s Sizzling Summer Preview 
17023,1,@brinckey7 im Egyptian 2 the bones  hope ur ok with that
17024,1,@ashwinn oh I hate them 'thinking' RPGs. Shoot em up anyday  I feel for him
17025,0,@reemar awwwww LOL 
17026,1,@ddubsbostongirl me of course!!! 
17027,1,@Pheliziph haven't been to town today.. was just at the foodstore 
17028,1,@butterflykate Who've u noticed now Kate ? 
17029,1,@Kthxilyxxx make a dentist appointment! Or start using floss... That helped me 
17030,1,@zinziii Tell is flying and what a beautiful start to the month.  http://bit.ly/iZCa2
17031,1,@mitchelmusso omg i can't wait for tomorow! 
17032,1,@Selfish_Meme oh I don't mind!!!! 
17033,0,"Damn.  A conference call, a meeting AND the gym?! And I thought I just clocked out.   And I intended to cook! "
17034,1,In the car with my bff  jamming to LV&amp;TT  oh yes!
17035,1,@seanmarler sure someone out there does! 
17036,0,I am lonely and bored in this 2bedroom apartment without my bestie and Sasha Fierce! No bestie and no puppy  and don't even 4get no tv!
17037,0,@girl_monopoly yea i got dem n ma leg 
17038,1,@emmsy they've been out in force...  Spambots are so desperate for attnetion 
17039,0,@WhitMcClellan I'm sorry 
17040,0,turns out i didn't need to do all that alg revision last night. what time wasted.  lots of work to be done tonight! it sucks.
17041,1,You don't get to choose how you're going to die. Or when. You can only decide how you're going to live. Now. -  Joan Baez 
17042,0,@za5 i will have to pass on this one  sorry! thx 4 the invite tho 
17043,1,@paula721 Yay! for you   Well you hold on to that FABULOUS and give me a report later on MAGNIFICENT (I have high expectations)
17044,0,@davestyles Aww! I'm sorry to hear that  Drink some medication. Hope you get well soon 
17045,0,"@sage_in_spain oh, that's awful  I wish you luck, and I hope she feels better soon!"
17046,1,@Vacant_Stained lol how are you? 
17047,0,@maellability I cannot use help it but to use this acronym. FML FML FML FML!!  &quot;Status: In a Relationship &quot;
17048,1,@df6ih Cool 
17049,0,@MzLadi_B alright  I hate that place! I hope to find something soon!
17050,0,i want the fred shirt!!!! 
17051,0,@FunkyFantastic thx luv he can't send via text either iphone lol 
17052,0,Listenin Fly on the wall from Miley  hehe  The best song eveeeer!!!!  Ohh I'm so sad  How can I talk with Miley? 
17053,1,"wow, ive been sleeping really late lately, its already 12.50AM, so im off to bed  lovee y'all x"
17054,0,i miss becca  how she always was onn 
17055,1,@powerofpink No I didn't!!! but will go look xoxo 
17056,1,"@gfalcone601 wow,   your loved .   Congratulations "
17057,0,@musicaljo Errrrrr yuck!! Smelly wet feet!!! 
17058,0,"@DexterAddict Oh no.  I have to log off a bit, be back just now. xx"
17059,0,@lilyroseallen Sounds better than my day - Biology Revision whilst everyone else is outside in the sun 
17060,0,"@AlysheeaPM naww, thats what i was like on sunday night/monday morning. its horrible, i know what your going through  haha"
17061,1,@z_solyomfalvi did u find the girl on here ?? sent me the link wanna see her 
17062,0,@Accessoryamy  Clean Me!
17063,1,@mmohub Get 100 followers a day using www.tweeteradder.com Once you add everyone you are on the train or pay vip 
17064,1,"@DearPanda Can you take a picture of the pouch, when you're done? "
17065,0,"I have a headache  Gonna take a shower, pack my bag for the zoo tomorrow. ewww, I have practice tomorrow. Great."
17066,0,"@Scarlettx3 i know its really annoying  those questions were rubbish, stupid tennies xP"
17067,1,@mizsedz ur a smooth chick   If you need music just let me know i could zshare you anything you want you my homie from &quot;down under&quot;
17068,0,I still don't know who Jadakiss is. 
17069,0,@lone_observer yeah bro.. but still these days i m hardly getting any sleep.. too many tensions in mind due to this job cutting.. 
17070,1,Oh you star @michaelmior coming up with an answer for @elissastein ( http://www.boinx.com/istopmotion/buy/ ) so fast! Thank you 
17071,1,@redvers ooh  thanks  how did you do in exams?
17072,1,@dressjunkie ;) im doing fantastic  how you doin'?? just having my tea then cracking back on with the revision xx
17073,0,"@melissa_d can you try to upload a pic for me? please, i dont get why its not working "
17074,1,@tappdancekidd lol I am good how are you love 
17075,1,Doing nothing 
17076,1,Stuff came.. Have to return them.. M jackets are HUGE on me... 
17077,1,@DavidArchie Woah! It Increased There? I Think It Didnt Increased Here. Please Come Back David! 
17078,1,Ahhh he has moved up from Senior Deadmau5 to &quot;Deadmoose5&quot; 
17079,0,@myusuf3  OMG Sorry to hear that!! Are you okay!???
17080,1,@whoresquare @brett invite please! 
17081,1,"@kimgoss you got a fan for life right here  mad cool, funny, and level headed. i respect that"
17082,1,@ebassman It will change in a few hours   That's twitter for ya!
17083,1,Cuddling with Odi  He's keeping me toasty warm &lt;3
17084,0,Girl in line in front of me is buying a top and flip flops...I'm at Walgreens.  LOL
17085,0,"@mookyninja ooh i've seen my chem, and i like soad...shame they split "
17086,0,in media doing coursework which i really cannot be asked to do but i need to do  plus i just had my chemistry gcse which was hard 
17087,1,"@SineadZed **finally lol  xoxoxxooxox, it better not rain here"
17088,0,i am such an idiot! there it goes another chance (bye bye chance) 
17089,0,"Hungry...  My dad says that tomorrow, I have to be in my &quot;school mode&quot; already. "
17090,1,@Schattenwolf Can't do any harm chick  (in moderation of course - we must drink sensibly!!) 
17091,1,http://www.oceanup.com/selena-gomez/    ---------&gt; read all selena news here! 
17092,0,"Currently sitting in edinborough airport, we have six hours to kill before flight  excited tho "
17093,1,going to be live blogging the #freshnet session over here -  http://twurl.nl/ynxqkj - hit refresh every now &amp; again 
17094,0,@emoisforluvers whole shelf!  oh and blood starts after 90 seconds. Fast forward to it 
17095,0,@MyInnerBitch @rpattzlawyer @Iam_Angie I know. Poor man. One of the most genuine guys out there. He deserves better. 
17096,1,@the12kingstar just saw your messages. Thank you for your kind words 
17097,0,"@Buchautor  sorry to hear, nothing worse than being ill..I only had the flu 1 time this winter .. luckily"
17098,1,I think i need Starbucks  hehehehehe
17099,1,"@brandywandlover Aw, bless.  i missed yous too! Xxx"
17100,0,@judez_xo ugly kids there?  woahh where am i then. 
17101,1,@Whodar sounds like a musical thing 
17102,0,"Lakers is the champion...  How I wish, it was Magic!!!!"
17103,1,The reason's why I use TweetLater...  http://bit.ly/uJD5u
17104,0,@robluketic will I be able to watch it afterward at that link? I'll be at work  Will be off at 5p eastern
17105,1,"@Wytchfire hi heard you're a weirdo so um followin you for good company, yea! "
17106,1,dayum the sun is coming up....so nice 
17107,1,@jameswilliams90 Even though gagging its beak probably wont help (and it would probably enjoy it anyway) I think we need some video of it 
17108,1,"@soulpoetrysite In the beginning, Irving the Talking Hypercube made the universe in his metacosmic garage, w/his metacosmic power-tools "
17109,1,@verwon @LunaJune  and the singles scene still sucks!  well will just have to fish in a different part of the ocean 
17110,1,"@daliuhh yeah, Joe was completely like a nerd xD but they bew look is... ahhh "
17111,1,"back from the gym and run... no breakfast to be found, except coffee   shower time."
17112,1,"@i0n yeah, it was rather like that, I'm afraid! but it is now 6pm, and I'm safely at the other end of the state  and how is your day??"
17113,0,@mitchelmusso http://twitpic.com/67swx - i wish i was calling you but i can't from Malta 
17114,1,good morning all 
17115,1,@ded Great shot of @ev and @biz 
17116,0,Just finished studying Science! I feel so tired. 
17117,1,@ahmednaguib I won't be around. It's not for me. Although it's the deadliest thing I've seen on a worldwide scale. Just can't do it 
17118,1,@andyclemmensen ily xoxo thx soo much for saying happy birthday  go on msn
17119,0,Anyone wanna tell me what happen with /Jonasbrothersmusic? 
17120,0,I don't know how I did it! 
17121,1,Decieded To Straighten My Hair 
17122,0,"@michelletrex I went to the site, but couldn't work out how to vote "
17123,1,@punetech Any nearby place to escape the heat &amp; dust?  heard that even Mahabaleshwar is very hot now.
17124,0,@Clwydian nah ;) when a single person posts about 200 tweets a day is hard to cope with on my android phone when I'm unable to filter 
17125,1,@HitFixDaniel Surely Green Lantern is @nathanfillion's 
17126,1,@Uwila no prob...It's hard to keep up sometimes. I will! When I went I was in Turn 2 
17127,0,@DavidArchie David! tweet more! haha.. gahh..i can't go online so often coz i gotta study for exam!  gotta word hard.. 
17128,1,"Today's over enough for me to start saying that it's 24 days, yeah? "
17129,0,"i'll never sleep at 7am again.  but i got Mos Def now, who cares?"
17130,1,http://twitpic.com/65wob - Sort of missing my jet black hair. Just sort of 
17131,1,LeakyCon shopping! Any last requests?speak now or forever hold your peace! 
17132,0,@ShapeThrower They're playing catchup to everyone lately. I don't even turn my PS3 on much any more 
17133,1,@Mangowe Earnest accountancy advice... do it tomorrow.  
17134,1,Yeahhh I see you!!! Looking at me..  damn he is soooo hot lol
17135,0,"@Reema226: Long, sweaty &amp; tiring!  Busy like hell ofcourse!"
17136,0,my mum went shopping for herself and i've said &quot;we'll share that&quot; to everything. it's such a shame we're different sizes 
17137,0,pissed off. someone text me and make me happy 
17138,1,@That_Girl_Jenn six thousand dollars of fake money lol 6 kilos 6 kilometers ROFLMAO 
17139,0,@Lady_Twitster me too 
17140,0,My shirt smells like fabric softener *biiiiiig sniff* but I know it won't last long 
17141,0,For some reason these shoes are hurting my feet 
17142,1,"@EveMayBoi Yay, your coming home tomorrow, i've missed you soo much "
17143,0,"@Blacklickorish Im still mildly contagious, so Im not sure if going to Hell is a good idea "
17144,0,awake early on a saturday....to do some hw 
17145,0,OMG mum got me up to Look after siblings and take them to school....So thats gives me even less time to prepare for My Date!  xx
17146,1,"I JUST WANNA SHOUT OUT TO ALL MY TWITTER FAMILY : I LOVE YOU, GUYS!!!  (that includes you @crystalchappell ) &lt;3&lt;3&lt;3 *hugs all 'round*"
17147,1,@swayswaysarah @ replying back 
17148,1,"@chicogarcia Thanks, Chico the Great! I'm gonna have to prepare myself 'cos I might get turned on by his preference! "
17149,0,She's ruining Harry Potter now. 
17150,0,@tonesa smh you're not cedric benson 
17151,1,@clarelancaster Uber fun.... love not knowing what the next day will bring...in surprises or challenges 
17152,0,"@LizzieMacfrenzy I'd rather not, it's too painful  what's goin daaaaan today?"
17153,1,@Flickthecat hmm that is true. maybe just put them on now &amp; then to cheer yourself up over your poorly finger  'Grrrr' and so on...
17154,1,"Phew! Back online after a prolonged break, about to get into my air conditioned chauffeur-driven chariot to the Jewel of the North East "
17155,0,i feel guilty!bc i was mad at my bro 
17156,1,Sky Pic to share. Took it while kicking back after a long walk with my pup   http://twitpic.com/68fz6
17157,1,@Gab_Vargas OKAY. We're still gonna try to change it. 
17158,0,@nmseq adam lambert dont have any twitter account. 
17159,0,@ jaaacckkkkk umm I dont really know anymore. Back to the drawing board  maybe like golden spoon or something
17160,0,"Oh hi guys, just woke up again, I hate being sick cause all I do is sleep! "
17161,1,"@Enamoredsoul Kiss kiss, honey -- you're too kind. But you do have the loveliest spirit.  Always positive and compassionate. "
17162,1,@ratusyura how much are they? Which are ur favourites? 
17163,1,i just want to believe in me. - amberlovely: Can I give you the biggest hug ever? Please?  http://tumblr.com/xko1xun8p
17164,0,"@Mabetini *hugs* i have no words sweetie, i'm sorry "
17165,1,"@RobMeDaWrongWay Haha, good luck with that. Goodnight! "
17166,0,ow my head hurts 
17167,1,@monikkinom hii!  Gmorning! how u doing? 
17168,0,"I don't want to say that tiger sucks. But compared to leopard, it just does. I miss spaces "
17169,1,@linnetwoods ~ thats a beautiful thing to say Linnet~  
17170,0,@GeorgiaPrincez can't.....daddys looking at it....says he thinks I have another fucking trojan 
17171,1,@rxtheride GOOD MORNING JUDE N GELLI!!! Requesting the show by lenka thank youus! hi to the g crew!!! 
17172,1,@AngNewell77 DM 
17173,0,@CharlesDefon tell me if you like it or not! I haven't felt the need to get it cuz everythings online buttt I checked nbc and hulu  FML.
17174,0,I had planned on straightening my hair. But then the computer DIED so I didn't straighten it. 
17175,0,doesn't want to 
17176,1,@joolzgirl LOVE that photo u have!  Maybe its cos its Saturday? Not sure..
17177,1,@KayKay18 sighs the notebook. what a great tearjerker of a movie. 
17178,0,"@IrishLad585 I miss u too!!  They r doing ok I guess.  We r tie right now.  I know huh, when u don't do it we lose.  "
17179,1,@RuthMergi thanks 
17180,0,@joymeetsworld maybe we are causing the bra fail haha.  we should each get a new one and commit to hand washing? LOL
17181,0,@meerasapra seriously.. it used to spend most of the time in my house..  
17182,1,"@christinemv Too funny! My sons think I'm bonkers, but I get happy and kick up my heels. They really are use to my  painting antics! "
17183,1,"@Jayman888 the #bigfanfriday is great, picked up &amp; finding loads 2 follow, Woopwoop!! "
17184,1,@LucasEnt whats going on stud 
17185,1,Work was fun. I'm tired. And i have practice tomorrowwww 
17186,1,@hellodanyell yes! As soon as I finish this movie ima get online 
17187,1,anyone know any good taylor lautner fan sites? 
17188,1,Just cut up some old crappy jeans and made some new trendy ones  they have holes all over them so now I can run faster ;)
17189,0,amandas face is white.. and her neck and chest is like reddy orange! makeup artist must be new 
17190,1,@MarkTheTrainer ooo sounds like fun. The driver gets most of the attention at those parties eh? 
17191,1,@joeymcintyre I'm tingly- but sadly a long way away in Edinburgh!! LOL Have a great time  x
17192,1,Scream is on  havnt seen this in ages
17193,0,I have a cold and I'm doing my design assessment and I can't concentrate 
17194,1,5 days till new top gear  î?î?î?î?î?î?î?î?î?î?î?î?î?î?î?î?î?î?î?î?î?î?î?î?î?î?î?î?î?î?î?î?î?î?î?î?î?î?î?î?î?î?î?î?î?î?î?î?î?î?î?î?î?î?î?î?î?î?î?î?î?î?î?î?î?î?î?î?î?î?î?î?î?î?î?î?î?î?î?î?î?î?î?î?î?î?î?î?î?î?î?î?î?î?î?î?î?î?î?î?î?î?î?î?î?î?î?î?î?î?î?
17195,1,@F1_Girl Will you be phone shopping on Friday? Or are you at Silverstone? Phone shopping Monday? 
17196,1,@Doublemadforit ahh thanks 
17197,0,Really really really need a new phone can now upgrade anyone recommend anything? Can't get iphone cos o2 not good reception 
17198,0,@swatkatt trust i will seriously b screwed.... plzzz temme u didnt do ne such selfish thing.... 
17199,0,@johnnychriso it premiered ?! I haven't seen it yet  I bet it probably the same but they just added Kanyes part huh ?? lol
17200,1,@sshawnn Sincere belief so much so that you can't help but share the good news with others 
17201,0,Sigh. My grandmas not getting better. The two days are up. Shes probably going to the hospice 
17202,0,Morning twitter. I soooo dont wanna get out of bed 
17203,0,where is my brother at?.. 
17204,1,@alan25c Terrible when work gets in the way of socialising  Good to see you too.
17205,1,Just got done recording a track for my mixtape with @ToddtheEngineer got a 16 for @listentoivan to jump on! 
17206,0,@WineryCollectiv Wish I were there 
17207,1,@tinklebelle  I would NEVER. haha. i responded. tell me what you think! 
17208,0,@caseyobvi Me too bb 
17209,0,Sitimg down watching robert play the game how fun 
17210,1,@Realitythedon hey  was good
17211,1,@monie_baby Get 100 followers a day using www.tweeteradder.com Once you add everyone you are on the train or pay vip 
17212,1,@PHrancoFonic HDU lol...bubbler is the best word ever 
17213,1,@wubanger5 Thanks for the #followfriday shout 
17214,1,CELEBRATE GOOD TIMES COME ON!!!!!! 
17215,1,@janabluemonkey this year is volume 4  and a tour...again...
17216,0,"@michaels_feed going good. I have a day off from work, and wanted to go for a ride, but hasn't stopped raining all morning  see my link?"
17217,1,@Reauxnin: ty for the ff love twomie!! Lol 
17218,1,Just a few more days before #tv shows: Weeds / Kingdom / True Blood and Raising the Bar - are back!  Finally some new TV again.
17219,1,"@TweeterSteele  I liked it simple . voice is great. I left you a comment, would love to hear a finished version someday "
17220,1,such a happy day today!! 
17221,1,@Heavylover G'morning... 
17222,0,@Dutchrudder Gosh Steve that was exactly like my night! Thats so odd for us both to have such a similar experience.  Not nice  Hugs x
17223,0,right im off to get ready for my first gcse's of the year 
17224,0,Ooo...I get to sleep early for 2 weeks! Cos @Gregjames will be on at 4pm instead!  - means I can't listen live.
17225,1,Investing in 'magic beans' i.e. chocolate-covered espresso beans to get thru the afternoon.  Watch out! 
17226,1,Okay wild child ill b right there  love u  @marconinis
17227,1,Collect 'How To Make 5 Figures A Month With Adsense' for FREE here -   http://TwitPWR.com/cOw/  
17228,0,Old Navy has $2 tanks today in store only.  Why must we live in BFE?
17229,1,@joshcoxrun I like that... a lot.  Favorited 
17230,1,@JacobLovie so I've 2 more to get - But that's me in Honors   what subject is your final exam. i miss school exams!
17231,1,@JustKateStar lol not easy to find 
17232,1,"175 followers, wohooo! let's go for 200  haha, THANK YOU SO MUCH TO EACH 1 OF YOU! "
17233,0,Just finally watched the &quot;UP&quot; movie trailer because of all the hype lol. I wanna go see this movie now but I have finals so probably not 
17234,1,Just downloaded tweetDeck. I'm trying it right now. 
17235,1,"@jayxtreme sounds like a good day, watching cartoons, even if you did do some work "
17236,1,@geesmyangel Yeah maybe  it would be awesome but we can't steal their idea...
17237,0,@biglittlemelody I love home hairdressers.  Miss mine - do not like paying Salon prices 
17238,1,just woke up and on the computer 
17239,1,"God, I'm a sucker for a sad song!  RB: @mrrodd: &quot;Rock on ~ It's been awhile since I could hold my head up high&quot; ? http://blip.fm/~7c91v"
17240,1,"@SpikeTheLobster Thanks for letting me know, and thank you to @word_czar for the joke "
17241,1,"@smartiej too true, any plans.   "
17242,0,@barkerbell That is horrible 
17243,1,@NathanFillion yummy cake ice cream 
17244,0,"@shesgot2haveit yeah, a lot of catholic schools in the city are closing this school year because of the economy "
17245,1,"@ericjgruber that's so exciting and wonderful eric!!!!! saw on fb, you're having another girl  congratulations"
17246,1,"@lovespellfatale LOL , yeah I was drinking all if that "
17247,1,@sexybbwlily  kisses
17248,0,@Misha_C ahhhh u going on hol today?? tunisia right?? AHHHHH have fun!! im so jealous!! i wanna see my fam!  loooool.
17249,0,"I'm in tantra, anyone from kirki will know how sad this is, I'm drowning my sorrows ;) "
17250,1,just heard that a colleague from accounting is in Edinburgh for the weekend. Have to ask her for details and recommendations tomorrow 
17251,0,@KimEllis Oh Kim - trust is my main issue! Would love to hire someone but folk just want ya goodies! 
17252,1,I could spend hours at builders warehouse 
17253,0,@ickleoriental singtel has mad mms charges 
17254,1,"@Miss_Melbourne Yeah! How'd you know?! I just had an iced chocolate just before with some raisin toast, NUMMYYYY... "
17255,1,"(@MissTonix) Watching BGT, it's so funny  Dec to Ant: &quot;Shut up I'm talking&quot; haha!"
17256,1,@MusicLover_15 Bahaha. Okay! Night!  Haha. Well if you do you'll have to tell me about it. ;) haha ;p
17257,0,@ann_donnelly miss you too. work busy and got some other stuff on the boil which is just keeping me silent here 
17258,1,@xkayteebear haha well your a very nice girl 
17259,0,@x_Twilight_o wait WHAT? who wrote that? 
17260,1,"@Coriantura That IS interesting, isn't it? "
17261,0,"@LynnMaudlin the Lord giveth, Ahnold and the Dems taketh away!  #hhrs"
17262,0,"@gulpanag Yep it was original. Would have been no fun watching the pixellized, stretched and distorted audio version "
17263,1,@RightHereWithMe Just seven days ^^ wahahahaha NERVOUS? 
17264,0,"@pathfindersar You are so welcome, anything I can do to help! I will do the sock thing. Im so paranoid about that, i confess.  "
17265,1,@claymuse Good Morning 
17266,1,"@southerngirl83 This is a tank (not spaghetti strap though), but MUCH tighter than I am used too...gotta lose a few pounds in 30 days "
17267,1,@NorCalChika hahahahah way to go 
17268,1,@RichOink haha. thanks! 
17269,1,@level13ceo sounds like a wonderful time you got planned  enjoy!
17270,1,@_hayles HELLOOOO!not changin just a top up!  then headn to mymums for sunday dinner what u been up too?xxx
17271,1,@TomFelton hahha we probably will!  You should come down here one day  is there gonna be a HP premiere in Australia? If so you should come
17272,1,"@sherryxmusic ha, you're so addicted to that show! "
17273,1,"Oooer, missed a #followfriday sorry @BigSexyNeil !! very remiss of me "
17274,1,@lemongeneration ps: 'wentz' shopping?! i just heart you 
17275,0,@AbsPorter Outlook not so good 
17276,0,@nickdennis indeed... I've had better weeks. Man Utd next  hope we dont give them the points to win the trophy
17277,0,@Mac20Q haven't upgraded the iPhone. Still got the 3G one. Haven't seen anything from Telefonica yet about upgrading it. Doubt they will 
17278,0,@scearley 
17279,0,Challenge: put the names &quot;Amanda Tapping&quot; &amp; &quot; Jennifer Love Hewitt&quot; exactly as given into T-com &amp; C what happens. Anyone want to explain? 
17280,0,oh well; dont need to worry about what to get edd for b-day as he's decided to go spend it in bristol instead. Boo 
17281,1,"@likestowatch Awww, no, I won't spoil you then  - enjoy!"
17282,1,watching Hatching Pete on Disney Channel! Premiere! 
17283,0,@twheresweevil I wish I had the balls to actually reply to them but only little click &amp; i won't be getting any more ~awesome~ tweets 
17284,1,"Aw, we love you Caulin. "
17285,0,@jewlicious the government offices did not all get the memo. 
17286,1,@kattylenoir88 lol.that shows the shit  just turn to tv land right now married with children is hilraious.lol.
17287,0,@karissa713 aw good! i was scared you were gonna be stranded 
17288,0,@MegFitz I can't I'm afraid  Otherwise I would! Looks good!
17289,1,"@Calichica I go out with friends like once every 2-3 months, and it's always just to dinner lol I'm so boring "
17290,0,@sahilk @IamSB @whereispriyank @irohan #pt2 Good Initiativeï¿½ I m a bit busy in the coming 2 weeks. Sorry for not being a part 
17291,1,@StephStricklen Well at least I have Quantum Leap to cheer me up. 
17292,0,@ElementsOfJazz Yeah long day today Donna started at 9 this morning and will not get out of here until about 10 tonight 
17293,1,I guess I'm not a young'un anymore. My lower back and right neck/shoulder hurt after having too much fun at a britney dress-up party 
17294,0,"@nilsipilsifan interesting. mah pretty sony ericsson is actin up wit my mp3/radio when I use headphones, might need new one. "
17295,1,aww jasminee they said yourr namee  @jasminelovesxo
17296,0,Ugh! Been up for 25 hrs &amp; still wired. *sigh* i wanna go to sleep!  I had a FULL day yesterday w/an even fuller tmrw! 
17297,0, my ears hurt
17298,0,My mom just yelled &quot;NO DOCTOR WHO!&quot; and I fell out of my chair.  They're having a scifi music concert; no drwho music. Apparently. 
17299,1,talk to my grandparents on my dads side. i love them both. now to call the grandparents on my mommys side  -sitn ina tree-
17300,0,"@Assassin10k Well, nuts. I don't know why that would be. "
17301,0,"When it rains, it pours "
17302,1,@ALOliveroff to kilkenny now..........&gt; good morning and have a great day 
17303,1,@Natalie_McLife they all are amazing  Ashley is just amazing! 
17304,0,In line for Transformers. People are already here waiting haha. Someone get here soon! I'm all alone 
17305,1,"@TheLettingAgent yep for sunshine, and yep for convertible Mercedes if it's good on environment "
17306,0,I say it so much. but I wish we could move in together  I just wanna like...run away...
17307,0,"@LaurenConrad That sucks   Oh well, you're gonna look gorgeous in whatever you're wearing!"
17308,0,"@JessObsess Yeah, it is  It's pretty sad how Brendon is Sarahs rebound, since her and Jeremy JUST split up when they started dating :/"
